text,sexism
#CSGOMañana comienza la #UnityLeagueFlow donde vamos a estar enfrentándonos a @FuriousGamingLA y a @HawksLatam. Los esperamos mañana para alentar a #LaManada por: Flow Canal 601 https://t.co/hjGhoKPdhR#FlowNocturns https://t.co/PefpfcNQ01,0
Jajajaja todos 'los de mi quinta' que van a trabajar por dos perras (si es q no pasan un buen paro) pero q van a comer feminismo y mucho feminismo. Por las malas puede que entiendan la basura que han comprado (tmb lo dudo). https://t.co/eiyP6vBEPP,1
"Entre los pobres pueden perdurar las amistades, porque la igualdad de la fortuna sirve de eslabonar los corazones; pero entre los ricos y los pobres no puede haber amistad duradera, por la desigualdad que hay entre la riqueza y la pobreza.M. Cervantes",0
"Ireno Montero ha enseñado a las mujeres lo que es el odio a los hombresPero eso no es feminismo, es la locura de una pija comunista",1
¿Esta amable mujer sabrá que Olguita Sánchez Florero indultó a ese criminal? https://t.co/UAMwr9NjZg,0
"I’m all up por una mujer empoderada, pero la comedia de estereotipos es problemática y el acento de Sofía Vergara is getting old... chequen este video de @ElMundoDeAndi analizando el humor de la Lele https://t.co/evRPP5Cdrv",1
@Pepillo_Origel Me recuerdas a aquel cobarde de la historia del Titanic que se vistió de mujer para salvarse y poderse subir a un bote sin que le correspondiera.,0
"@miguelgb84 @MigTiming Ud n está autorizado como profesor, para impartir dogmas de fe y de odio a los alumnos??  influir en sus mentes en formación, es delito de odio contra las mujeres, y seguro que a ud lo parió una",1
"Estoy en un grupo de WhatsApp asiático de las chicas, si quieren que les pase alguna información, algo para reportar etc avísenme",0
Pinchada las dos gomas.Menos mal que se refiere al alma y no a las tetas. https://t.co/neDH4WvjLQ,1
@RojoGuardia De todas maneras lo gracioso hubiera sido el hecho de que esto sucediera en China.¿Follar en público estaba menos penado que ser taoísta? Yo recuerdo que en los 80 arruinaron la vida a un hombre por tenencia de fotos de su mujer desnuda.Por tanto el cómic es poco creíble.,0
"Y si defendeis que un yonki diga policias hijos de puta en un ambiente PUBLICO, luego no os quejeis cuando os digamos cualquier cosa, que os encanta lanzar la piedra y esconder la mano. ",0
@GiselleMontes18 Sexy muy atractiva que buena es Giselle una mujer muy hot,1
Si realmente no existe el sexo sino el género no tiene ningún sentido la celebración del Día de la Mujer.    https://www.actuall.com/democracia/perez-roldan-si-solo-existe-el-genero-no-tiene-ningun-sentido-el-dia-de-la-mujer/amp/,1
@luchiriz Me parece que como cambio cultural hoy en día son el único movimiento que genera cambios (refiriéndome al feminismo) El tema que estos cambios tardan mucho realmente y en el medio es frustrante. Pero aún con eso me parece que el movimiento feminista está cambiando cosas,0
"Luchó por la igualdad de las mujeres y por mejorar las prisiones incansablemente. También sería fuente de inspiración para muchas mujeres posteriores, entre ellas, Clara Campoamor. #feminismo #historiafeminista https://t.co/STk2m2Kz7q",0
"Sara Winter dando giro no Equador e brilhando nos meios católicos de língua espanhola. Hora de estender tentáculos aos nossos vizinhos.  Después de tantas horas de entre comillas ‘empoderamiento’ solo quedó mirar en el fondo del inodoro no un conjunto de células, no un coágulo de sangre, sino mi hijo. Yo no sentí empoderamiento, yo no sentí libertad, yo me sentí traicionada, yo sentí arrepentimiento y ahora no se puede volverTriste isso.https://infovaticana.com/2019/07/05/ex-femen-revela-la-verdad-sobre-el-aborto-y-el-movimiento-feminista/",1
"@This_Juliana_ perdon zorra , te extrañe",1
"¡Ay, nuestro corazón!  https://t.co/0G0M3XhuL9",0
"El derecho fallándole a las mujeres. No se pierdan esta columna. No estábamos prestándole atención al fondo cuando discutíamos sobre el, de todas formas importante, tema del lenguaje. Las historias detrás de esta sentencia deben leerse. https://t.co/QeMhPmiBiO",0
"Los taxistas, un gremio que no merece que se les pague ni un duro de dinero público. Si se hipotecaron para comprar una licencia, pues peor para ellos. También mucha gente lo hizo para comprar un piso en la burbuja y, como es lógico, nadie les ha subvencionado las pérdidas.https://www.libremercado.com/2019-02-01/daniel-rodriguez-herrera-por-la-prohibicion-del-taxi-87103/",0
@PaolaHolguin @BeFranklin2021 @EIExpedienteCol Se murió esa escoria,0
"En México, se considera población adulta mayor a la que tiene 60 años o más de edad. Con datos de @INEGI_INFORMA el 53.7% de esta población son #mujeres. ¡Por una vida libre de violencia para todas las #mujeres adultas mayores! https://t.co/Les7jnOLvT",0
@danilerer Las mujeres le tienen que pegar patada en los huevos,0
"Hoy los Warriors juegan sin pivot, nosotros tenemos 4 y si contamos a Maxi 5.Y seguramente terminaran con más rebotes que nosotros.Curry hará un carrer high, Green jugará como nunca, Oubre anotará 5 triples, Wiggins anota 30 puntos, en fin nos van a violar.",0
Me he comprado una falda pero es muy corta y se me ve todo por detrás voy a llorar https://t.co/XTArjNiYHk,0
Logica feminista. #FeminismoEsCancer #mgtow https://t.co/oLSwQR1xN4,1
"Id metiéndoselo en la cabeza: 2º El 99.9% de denuncias de maltrato a la mujer son falsas.Y con todo este es un porcentaje benévolo.Tan falsas como la brecha salarial, la masculinidad tóxica, la tiranía patriarcal los privilegios del hombre, y todas esas mierdas que al igual que las denuncias mencionadas, son quimeras sin otro objeto que seguir viviendo de subvenciones y no dar un puto palo al agua.",1
#UnVioladorNoSeráGobernador Nos sumamos a la protesta. / inadmisible que @FelixSalMac sea candidato y cuente con el apoyo de @lopezobrador_ @PartidoMorenaMx #pactofeminicida #machismoinstotucional @ine #3De3 #yositecreo https://t.co/9UCEZ0bR1q,1
"@CamRello Las feministas católicas sí (las de primera y segunda ola), las feminazis católicas no existen",1
"La chica más guapa que ha pasado jamás por un plató de Intereconomía TV, trabaja para Okdiario. Y su belleza hace no poca justicia a su profesionalidad.Eduardo Inda disgustará mucho o muchísimo, pero la calidad de su buen gusto queda fuera de toda duda.",1
"cabe destacar que adentro de la secta hay un machito, un pendejo que no sabe ni donde esta parado y una mujer muy empoderada !!!! cuestión que terminam todos amándose y buscando los pedacitos de la pelotita culiada",0
"@jessicacutillas @ulis6xo de hecho los niños perciben cinco dimensiones, placer que se les otorga al traspasar de plano y que se les quita al sodomizar su criterio perceptivo sobre esta dimensión",0
"@jschaulsohn Y lo peor que para alguno lo qu hizo el carabinero es""violacion de derechos humanos"" y lo de la quema al vehiculo ""es manifestacion""",0
"A propósito de Podemos, el feminismo y el derecho de pernada, por Paula Janer. Así nos va  Hoy he visto el vídeo de unas mujeres sirias quemando un burka, tras ser liberadas de los yihadistas. Ese gesto tan esclarecedor, la alegría y felicidad que mostraban, me ha parecido un choque brutal contra la realidad que nos venden las feministas occidentales. Las que defienden que el burka es bueno y que lo visten por voluntad propia. ( Más bien voluntad influida y resignada lo denominaría yo).Y sus líderes callan…  https://lapaseata.net/2018/04/29/podemos-feminismo-derecho-de-pernada/ ",1
"@OmarBelloZihua @RicardoMonrealA @el_pais @pacozorroza @soyunatachita @Laura30713513 @CinAlvarado3 @e649d34fd3924cb @AristeguiOnline @DeniseMaerker @EmilioAlvarezI @CNNEE @CIDH Si hizo la diferencia este gobierno, fregar a México en 2 años !",0
Cuando van a entender las feministas que la solución a la muerte de mujeres es libre portación de armas y votar a gobiernos que prometan aumentar las penas a violadores y asesinos?? Lo del patriarcado y los cartelitos en la calle mostrando las tetas no ayuda en nada.,1
"@AaAAAnnNDdRrrei Lo más cínico de todo esto es que los mismos que disminuían la gestión de una mujer en puesto de decisión,  pretendan hoy día ser voceros de la igualdad de género y el empoderamiento femenino.",1
Europa violada y sometida con la colaboración de medios y autoridades que lo ocultan complices  Europe violated and submitted with the collaboration of media and authorities that hide complications http://gaceta.es/noticias/refugiados-viena-violacion-masa-selfie-victima-12122016-0857,0
"Quién les hizo tanto daño Una habla de #NiUnaMenos o #MeToo, pero a estos batos lo peor que les puede pasar es no tener ligues. Bola de pendejos. https://t.co/5RnZea5J9K",1
https://t.co/WyJNwF2QaWEl primer juez de la manada diría que vio jolgorio y que no estaba dedicada sino puesta #laManada,1
"podré tener un millón de problemas, pero pensar/creer que soy fea jamás va a ser uno de ellos",0
"A modo de presentación diré que en 2 semanas cumpliré 28 años. Estoy en la semana 33 de mi primer embarazo y hasta el momento de quedarme embarazada, se me llenaba la boca diciendo que el instinto maternal lo tenía atrofiado. Eso sí, siempre he sido la tita guay de mis sobris",0
https://es.gatestoneinstitute.org/13958/turquia-derechos-mujeres El islam y los derechos de las mujeres son incompatibles.  Nuestros derechos.,1
"Inconscientemente estoy manejando una ansiedad y nervios terrible, pero la puta madre.",0
"@garlosG77705410 @Eli_Piojo Hay. Con H.Ay es una interjección de dolor. Dolor, como el que te producen las hemorroides por comer tanta polenta y dejarte sodomizar por tu partido,  Carlitos.",0
"https://www.youtube.com/watch?v=LQASYChaMMYValerie Solanas, la primera feminazi que quería «cortar en pedazos a los hombres»Marcel García dice que el feminazismo tiene su origen en las ideas de una esquizofrénica paranoica. EN LA CONTRA TV necesitamos tu ayuda para seguir inform...",1
https://www.mediterraneodigital.com/espana/cataluna/los-terroristas-de-barcelona-se-iban-de-putas-mientras-cobraban-ayudas-sociales.html,1
"Si algo estoy de acuerdo al 100% con las feministas es que un puto vato mutilado no es mujer. Hagan lo que quieran, respeto su identidad legal, pero no… No güey, tú sigues siendo hombre y vas a morir siendo un hombre (mutilado o no), así te llames Priscila y hayas adoptado (cosa en la que también estoy de acuerdo que hagas).",0
"@irunedeu96 @unttxi @Eduardodezuniga @climentpepa @LauTeruel Claro que hay peligros, pero ¿cómo quieres garantizar ese derecho a la seguridad? Las leyes ya lo hacen. Lo que falla es un avance en la relación personal entre hombres y mujeres que el feminismo actual està lejos de arreglar; esto se arregla con los hombres, no contra ellos.",1
El victimismo es propio de subseres.,0
"Si me hacen eso, seguramente yo acabaría en la cárcel, pero ella se bebería toda la botella:   Una activista rusa rocía con lejía la entrepierna de los hombres que hacen «manspreading»: https://www.abc.es/sociedad/abci-feminista-rusa-rocia-lejia-entrepierna-hombres-hacen-manspreading-201809270148_noticia.html",1
"Pregunto: antes era Unidos podemos, ahora unidas podemos, o sea son todas femeninas, presuntamente esto no es hembrismo?",1
"http://bit.do/diet-duet-es   Esta es la historia de Jessica Ortega, una mujer que pesaba 90 kilos a la edad de 26 años y estaba muy cerca de tener problemas de salud incurables.  Se dio cuenta de que no estaba preparada para aceptar la vida de una mujer gorda y diabética. Eligió otro camino.",0
@jebus_dice Creo que es un requisito ser fea para ser feminazi,1
"@MaFer_2019 @Javiera16177735 Pobre weona frigida, ya te gustaría pero las momias qlias no tiene ritmo",1
"19. RED DOT (2021). El subgénero ""parejas luchando por sobrevivir porque los quieren asesinar"" me mola mucho, pero esta peli se nota que la ha hecho un señor rodeado de otros señores y me da tremenda pereza. ¡Plot twist de prejuicios! ¡Las mujeres también pueden ser malas!  https://t.co/Qq0fEQrvrm",1
Vaya puta mierda,0
"@TaylorAssSex hola hermosa me pareces una mujer empoderada con mucho potencial, siempre veo tus fotos y de casualidad revisando mi face, encontré que una bandida lucra con tu imagen y eso me molesto ahí te envio la imagen https://t.co/qi2ho7hnNP",1
Os como la polla a todos guapetones https://t.co/Y3wpKIr5Tw,1
Estereotipos y acoso sexual siguen obstaculizando la carrera de las jóvenes investigadoras https://t.co/93skpYj3iO,1
"@CamilaMen_32 @jaazduarte_ Borra tu cuenta por que hasta acá se nota el resentimiento y la buena metida de pija que te hizo el Pulpo. Lo que publicó son datos no opiniones mamita, que vos no sepas o no estés informada ya no es culpa de ella ni de nadie  que gracioso cuando una mujer dice esto FUERZA",1
"@pelegrinc 4...hacer la mayoría de las mujeres dominicanas que no se pueden dar el lujo de ir en busca de ese servicio médico a un hospital o clínica privada, u otros tantos dominicanos (hombres y mujeres) que para el cuido de su deteriorada salud dependen de los hospitales públicos con...",0
flaca que putas te pasa https://t.co/NLKwp2JVwg,0
"La Izquierda en su máxima escoria:-Nicolae Ceaucescu.-Slobodan Milosevic.-Pol Pot.-Ernesto Che Guevara.-Karl Marx.-Barack Obama.-Hugo Chavez.-Union Europea.-Anita Sarkessian.La única duda que me pongo, ¿Lograra Andres Manuel Lopez Obrador a caer más bajo de lo que ya hizo? El tiempo habla por si sólo.",0
El mundo merece que reaparezca Jennifer Lawrence.,0
Siguiendo aún a @bunburyoficial en Twitter..el único cantante que me merece atención en el apocalipsis now..así como a @kylieminogue por razones obvias..lo demás me trae al pairo desde el puto fútbol a la política solo es entretenimiento hasta el final de los dias,0
E gorda de gorda!!,1
"Temblad masones, usureros, neomarxistas, liberales, invasores y demás escoria, estamos de vuelta.",0
ya que fueron los primeros en violar la constitucionalidad de El Salvador y ahora se creen jueces de la verdad absoluta Si el gobierno ha sido corrupto tiene que tener su debido castigo siempre y cuando los que acusen presenten pruebas reales con fundamentos #ElPresidenteNoSeToca,0
"https://gaceta.es/espana/juez-calatayud-tres-meses-20180130-1449/amp/?__twitter_impression=true   Nada de 3 meses, 1 año, entre los 16-35 años y tooooodos, chicos y chicas...a ver si aprenden educación ,respeto y valores de los que carecen hoy todos",0
La indignidad e indecencia tiene esta cara.Ésta es la que traicionó al Juez LLarena y merece nuestro más profundo desprecio.,0
Hoy llame' a mi asesor financiero y no me quiso decir cuanto dinero perdimos aller porque yo estaba bien enojado pero me dijo que perdi MUCHO!!!!!! Hijos de putas...,0
"No, si al final si que va a existir la #brechasalarial, pero hacia los hombres... #UngaUngaArmy Inditex desvela que paga un 0,8% más a las mujeres tras analizar sus datos sobre brecha salarial https://okdiario.com/economia/inditex-desvela-que-paga-08-mas-mujeres-analizar-sus-datos-sobre-brecha-salarial-3823895#.XIqljMW1Xgc.twitter",1
MI mujer https://t.co/PODu7PEJhH,0
tengo bastantes ganas de ver animes pero las putas tareas no me dejan la conchadelalora,0
"@ludelugo @ciudadfutura @FlixUjo Sí.Llamar empoderamiento a la mercantilización del cuerpo de las mujeres, es neoliberalismo.Hablar de vientres de alquiler, como si las mujeres fuéramos máquinas expendedoras de bebés para pijos con pasta, es neoliberalismo.",1
"tw/ transfobia ""no es opresión"" -hombres deslegitimando el feminismo desde, literalmente, siempre. Encuentren otras frases, esas ya están muy usadas lol https://t.co/w9YeIkGG37",1
"@VickyDavilaH No q va ...No fue un aparato Criminal para @victoriasanguino pero para los colombianos SI una “Maquinaria Criminal” única en su especie capaz d : asesinar, secuestrar, violar mujeres/menores,traficar, extorsionar y hacer terrorismo con el perdón d sus crímenes x @JuanManSantos",1
"@PhilAMellows La violencia de género es un negocio a costa de discriminar al hombre, cuantas más denuncias más subvenciones a sus asociaciones, solo en Andalucía este año se destina a igualdad y género más de 120 millones entre junta y ayuntamientos.",1
Él no merece esto https://t.co/RevJOVCvkh,0
"#CeroBrecha  Hoy, 22 de febrero, Día por la Igualdad Salarial, denunciamos que en Euskadi persiste la brecha salarial. Las mujeres ganan 7.213 euros menos que los hombres. Hay que articular en Euskadi los nuevos cambios legislativos.https://t.co/IL4OTbLzeV https://t.co/8uK4dnK6Us",1
Carmen Calvo cree que una mujer embarazada no es la madre del hijo que lleva en el vientre. Yo pensaba que nadie lograría superar a Bibiana Aído y su tesis de que los fetos humanos no son seres humanos...  http://www.outono.net/elentir/2018/10/11/carmen-calvo-cree-que-una-mujer-embarazada-no-es-la-madre-del-hijo-que-lleva-en-el-vientre/,0
Bienvenidos a Eurabia. Nueva creación de la escoria de Angela Merkel. Este ser debería ser condenado por sus irresponsabilidades.,0
"ESTE CHABON ESTÁ DICIENDO QUE VAN A ASESINAR A TODAS LAS FEMINISTAS SI SIGUEN LUCHANDO POR SUS DERECHOS, que locura esta gente la concha de mi hermana, tanto miedo les va a dar que las mujeres tengan un poco de poder https://t.co/BLSWtguZ2D",1
#ClaxonazoPorLaVida @lopezobrador_ @senadomexicano @Mx_Diputados Ninguna mujer aborta feliz el drama del aborto no la saca de su contexto violento queremos verdadera ayuda para las mujeres embarazadas no que sólo se les ayude a asesinar a sus hijos en el vientre #MexicoEsProvida https://t.co/VwLw8OO24n,0
"Entren en su culo.No importa lo que te hayan hecho, sólo los culpables deben ser castigados. A nadie más se le debe restringir el acceso a armas.	Alan Gómez: Hay 390 millones de armas en manos privadas | CNNhttps://cnnespanol.cnn.com/video/masacre-control-armas-trump-migrantes-mexicanos-doble-masacre-sot/",0
"@AnaJVillagran Oiga señorita, soy ingeniero y me gusta que me digan señor para no aludir mi titulo profesional, como puedo saber a que se dedica si no la conozco? Claro en tu caso me pareces una mujer inteligente por eso te sigo me gustaría que me respondiera amablemente saludos",0
"@tostihuates @Hancar4 No todas pero sí la mayoría, no dije que las mujeres cis no se prostituyan. No tiene que ver, pero la gran mayoría de personas trans son de clase baja, por el mismo hecho de que al ser trans las posibilidades de tener trabajo se reducen.",1
"Folla con neg tu hija  de puta y te llenas de sida TÚ--- .......... solo eso no folleis con basura , follar con tipas de modo europea  o americana blanca y no tiene por que ser del todo, las chicas estan para eso, no hay que insultar,,, metelas polla y veras como camcbian de rutina esteril , follalas que se quejen de contentas.",1
"@fernandeznorona Que lástima tener a personas tan corrientes como @fernandeznorona en el gobierno.  Además de corrientes, ineptos, ignorantes, mediocres, y para acabarla de fregar, pro muerte.",0
"http://mix-offers.strikingly.com/blog/ecoslim-es   ¡He pasado de ser gorda toda mi vida a ser delgada en solo un mes! ¡Es increíble! Estoy muy contenta con el producto Eco Slim. Tiene buen sabor, reduce el apetito y acaba con la sensación de pesadez en el estómago. Es el primer producto con el que he",1
Cómo me gustaría follar con un amigo así!! Me pone muy cerdo!!!  https://t.co/yIPABowoqH,1
"@TomBranISC @lll27483425 @FelixSalMac @lopezobrador_ Un poquito de investigación no te haría daño. La acusación se realizó en 2016... nada tiene q ver con tiempos electorales. (y conste que nada tiene que ver el feminismo barato del q tanto se habla) Para acusar se necesitan pruebas, pero para emitir opiniones se necesita criterio",0
"Almuerzo de domingo, mirando un programa de viajesMi mamá: mira a ver si te enamoras de un salteñoMi hija: abuela 3 veces te dije ya que no me gustan los hombresMi mamá: *silencio* bueno... Una salteñaYo: pero por que salteña? Son todos bolivianos ahí SE PICÓ EL ALMUERZO",0
@Latigretona Aficionáo ná más.Pero uno ya no se atreve a animar y alegrarle el día a las señoritas que nos alegran el día regalándonos su belleza.,1
¿Alguien ha visto a las feministas pedir que se difundan las imágenes de la proxeneta de 20 años que prostituía a menores en Almería? Ni las veréis.#LaManada #Feminismo,1
@_tyongstyle ¿Celosa? No Entiendo y aprecio que el niño tenga buen gusto pero no puede ir por la vida intentando tocar a las señoritas,0
como una niña pequeña si está el alrededor,0
@ServelChile aún no responde sobre incorporación de #cuidados como gasto rendible. Si peleamos por #Paridad fue para la mayoría de las mujeres y al excluir estos gastos profundizamos la invisibilidad y baja participación de las mujeres trabajadoras. Firma https://t.co/R5XT3ezS9G https://t.co/BT70i4czq6,1
PINCHE CERDO MAMON QLIAO JUEREMIL PUTAS TE DIJE QUE NO NOS SALPICARAS  https://t.co/Px6qIbiwus,0
"Hey ultra llevo meses viendo tus informes de la guerra siria y análisis ,todo tu trabajo ,desde Venezuela total apoyo amigo , haces un buen trabajo así que méritos a quien méritos merece abrazos",0
"@BOX8 @PabloEchenique Al contrario, es la propia Carla Antoneli la que pone de manifiesto lo que he dicho, detrás del debate hay un trasfondo político y no un debate teórico que está haciendo mucho daño al feminismo. Mantengo que el movimiento feminista va a implosionar dejando de lado otros problemas",1
"Este 2021 las reglas cambian. Aspiramos a que la política se desarrolle en igualdad y libre de violencia, quienes tengan una deuda con las mujeres no pueden ni deben ser candidatos. #LaFuerzaDeLasMujeres Mensaje dirigido a militantes y simpatizantes de Movimiento Ciudadano. https://t.co/PfmQkhJIJR",1
@Paulafraga__ A ver si ampliamos un poquito las lecturas sobre feminismo que llevan publicadas ya desde los años 80 (mira si has tenido tiempo para leerlas) porque igual te da una visión más amplia del tema. El FEMINISMO no es solo el radfem h ni siquiera todo el radfem es transexclusivo,1
"@HEISENBER123 Si todos fueran mormones arrodillados a la mierda dictadura que hay, los policias podrían sodomizar a tu mujer mientras aplaudieras con las orejas. El gran problema de muchos de vosotros es que poneis la mierda de la política al frente de los derechos más básicos de las personas.",1
Mannnn que Fea me siento por Diossss,0
"¿Saben si este marzo las mujeres van a tomarse otra vez el día para ""darnos una lección a los hombres de como es un día sin mujeres""? Para prepararnos",1
Mujeres noooooo hagan esto nunca!!! Hay solo 2 cosas en las que el hombre ¡SIEMPRE! lleva la rienda.1) Al bailar (se ve horrible una mujer llevando a un hombre) 2) Al pedir matrimonio (se ve... juzge usted mismx) https://t.co/gm7zoGxX4y,1
@iMiN4LiNE Chicomalochicomalosimplementemevuelvesunachicatristechicatristeuooohhooohhohhquieroquelloresllorespormicomoyolloraballorapormihazcaertulluviallorapormiperodenuevo,0
"Y normal que te dejen todas por un tío, con lo fea que eres y lo repelente que es tu personalidad....",1
"Totalmente de acuerdo. Cada día veo en lo bares como la distancia no se mantiene, las mascarillas no se usan, se fuma, se canta, se grita y no pasa nada. El tema feminismo les molesta y mucho, pero la diferencia es que nosotros/ nosotras somos responsables. https://t.co/mP8YW9nADK",1
"Kylie Jenner hablo sobre sus insólito antojos cuando estaba embarazada, no podrás creer de que se trata. (+Detalles)   https://t.co/xVzU22L7Yg",0
"Esta serie tenía tremendo potencial que fueron desperdiciando temporada tras temporada, le tengo cariño de todos modos a la serie, merece un final digno https://t.co/fBWIhfDFli",0
@martingonnas Esta gorda viene con los cortes cuidados del gobierno demasiada grasa y poca carne,1
"#NotAllMen obvio no, Gilbert Blythe nunca me haría pasar por esto #annewithane https://t.co/0URDIu8ncp",0
Pensé que una nenaza podría quitarme la soltería piiirooo... La vida me está orillando a comprar una mascota parece,1
"@CequitaconC Lo de las mujeres embarazadas deberían de reconsiderar pues hay muchas que son solas y no tienen a nadie que les ayude, no han haciendo compras por hobby.",1
diego esta creando un aura de victimismo en el que casi se te olvida que se ha liado con una teniendo novia por pura venganza,0
@Geraldiineok2 Me gustaría chuparte el culo bebe,1
@Lusilu0 Nos podemos preparar que vienen curvas con las cajas de Dolce Gabbana!!!  No se cuanto tiempo más nos va aguantar nuestros . Aquí viene la sorpresa de marzo señoras y señoritas !!!,0
@modjopirrys @cafedidees_rtve @AresCases @GemmaNierga @RTVECatalunya @radio4_rne Según ellos te empodera y si llevas burka eres la mujer más libre del mundo,0
"“He cubierto muchos casos que te puede parecer increíble, de #mujeres que sus parejas las han agarrado a batazos en la cabeza, esas no son lesiones, ese es un intento de #feminicidio, sin embargo, el tipo queda libre porque queda tipificado como daño por lesiones”. @monicagarzag",1
"No veo tetas ni culos, es decir si se puede hacer un buen video sin tanta vulgaridad y aparte buena letra y música ......  Dame alguna prueba de amor..... Que quede nuestra historia de amor atraves de los tiempos No me digas que no vas a venir.....    https://www.youtube.com/watch?v=QitCGoj7rWQ",1
"Su hembrismo les quemó el cerebro, y lo peor es que esa gente son los líderes sociales de esta generación. https://t.co/1s3PlyCEAc",1
"@Moonlighting136 @julisa1956 @blogdenotas @CayetanoHeredia @INS_Peru @MartinVizcarraC Por favor, si encontraste un cerebro, dáselo a la lagartona...no es míoMi cerebro piensa y se ubica en la realidad..no me dejo llevar por emociones...",1
No pos muchas putas gracias eh fortnite por meter está arma en el juego solo les gustarán alos tryhard :l por qué me mató uno de Mierdad. https://t.co/OwkvfMCtPs https://t.co/rBWMbYTJaT,0
@v4ntopia no leo putas,1
@lightmivaron ysi esa puta solo tiene tetas,1
"@DixitVila Y ninguno de los que se suicidó, fue a causa del hembrismo o por la presión de las leyes absurdas e ilegales del Gobierno...",1
"Ptm wey, sólo mándame tu puta parte del trabajo y ya cabrónnnn",0
@filicorcha @JohnMAckerman @jairocalixto @DeTodos_Modos @CanalOnceTV @FelixSalMac Y eso autoriza a @FelixSalMac a violar?? No es solo una denuncia!!,1
"@j_rivas057 @Charles85231152 @FreddyAzuul @AnderssonBoscan Exacto, además ellos (Los indígenas) manejan relatos de Colonialismo, victimismo. Ellos dicen que los mestizos somos colonialistas en algo absolutamente estúpido por donde se vea, ya que nadie racional ni normal siquiera se preocupa por esas pavadas.",0
"Yo ya no me puedo hacer cuentas y la verdad es que ni ganas tengo, está lleno de gilipollas... Pero esto es un rollo. Estoy algo más por instagram y quitándole el polvo a la ps3, porque casi que no merece la pena socializar por las redes visto el panorama.",0
"En Toluca Estado de México Isabel  buenos días.te abrazo hasta esa hermosa ciudad.por cierto te dedique un espacio para ti como mujer empoderada.que se llama ""el poder de las mujeres .. Mujer amate...mujeres de ejemplo a seguir,en el mes de enero.apareces tu. https://t.co/JwOO0ithl6",0
@Nico26T @CarlRamirezA Hubieron feministas que se oponían al aborto. En lo personal no creo que las mujeres tengan que asesinar a sus hijos para tener igualdad,1
"Espabilad, cojones. Tanto soltar bilis y perjudicar a la gente, tanto victimismo y tan poco varear olivos.",0
@llusitrbl 1 ósea estoy embarazada,0
"@AtacamaNoticias Muestren la verdad completa.Era delincuente, hay mujeres que lo acusan de haberlas abusado.Se negó a identificarse, sacó unos sables y se abalanzó a asesinar al Carabinero.Digan la verdad.https://t.co/1rQIdnchSm",1
"#NoEsBromaY como si no fuera suficiente, tendrá que pagar una pensión alimenticia ...https://t.co/5fYh13p2WO",1
A un hombre pakistaní de 22 años su padre y hermanos le sacaron sus dos ojos por querer casarse con una chica no musulmana. https://ift.tt/2KxUeBn  @Winobie  @Jrobe  @whygab  @Erudite  @CollectingComics  @DeplorableSally  @radicalryzen  @theomegagambit  @abortion  @TimBrown  @evansnewsreport,0
"@ClauLiberat @Varytech @Andriucs @EsSaludPeru Bien básica ah! Por eso te digo fea, porque aparte que eres fea no sales de picarte maaaaal ... encima feo tu corazón refeo",1
"No del todo... pero aun estando casado soy libre de hacer lo que quiera, mientras no me salga otro hijo con otra mujer no pasa nada con Paolo https://t.co/EUoDdkiRag",0
@maquialifraco Seguís poniendo la culpa en las mujeres. Tu discurso es machista. El feminismo no es único ni son 2 o 3 personas de x gob. Somos todas las que desde nuestro lugar militamos por una causa que creemos justa. La apropación de este o cualq gob de esa causa NO ES CULPA NUESTRA!,1
@GustavoBolivar Completamente de acuerdo es la cultura de laa mafia y el hampa instaurada por la peor escoria de este país Álvaro Uribe Vélez...,0
"@karlagtosw  Gracias por mostrar como le dejan el culito a tu mujer, se ve delicioso, se ve que le dieron una buena reventada de culo",1
"@1msoselfish1 yo todavia no salgo, pero mira por ahora si te dile le dices que en este momento te sientes identificada con esa sexualidad y ya ignoras lo demas, pero si ya te jode mucho educala, yo eduque a mi papa en feminismo:)",0
Me duele el culo de la aguja y la barriga jo,0
Quantos likes esse casal topzera merece?   #GleisiHoffmann #RenanCalheiros,0
"Es un ataque directo a una comunidad ya vulnerable, es un ataque directo a aquellas personas que solo buscan que sus derechos e identidades sean garantizados por el Estado. Es la muestra de que el feminismo actual tiene más en común con la derecha que con otras agendas.",1
¿Dónde están los patriotas corporativos?El Señor Presidente Trump también merece elogios por exponer la mano oculta de Pekín en el robo de tecnología y propiedad intelectual de Estados Unidos.https://www.wsj.com/articles/where-are-the-corporate-patriots-1543447418,0
"Este lunes vuelve Corpografías, esta vez hablamos sobre: Ciudad, poesía y amor con @issaguilar. Issa es periodista, autora del libro de poemas con M de Mote se escribe Mojigata, cofundadora de Ninacuro Editorial. Su último es Poliamor Town.¡Les esperamos! https://t.co/gF6bD2k8Ff",0
estaba vndo hellsing lei violar y lo saque,0
"El feminismo global no tolerara esta denigracion de la mujer.El combate contra el androcentrismo, monoteista,  machista, escluyente no ha echo + ke empezar https://t.co/2IWuk2XKR5",1
"La mayoría de las veces eso se necesita, una mujer con valores y desicion. Mis respetos para esas mujeres @dmsalazara https://t.co/tHIlKpwvT6",0
"Siempre tuvo la frente muy alta, la lengua muy largaY la falda muy corta",1
"@sextaNoticias Incluso tu ganas mas que un catedratico, y todo por hacer análisis tan sesudos como aquel que decía que Illa no lo hizo mal el hombre. Es lo que tu aportas, el pesebrismo, ser equidistante no por q lo crea sino porque le conviene, la deshonestidad profesional se paga bien",0
